wavelength
199.3771616
199.4644141
199.5516666
199.6389192
199.7261717
199.8134242
199.9006767
199.9879292
200.0751817
200.1624343
200.2496868
200.3314582
200.4132295
200.4950009
200.5767723
200.6585437
200.7403151
200.8220865
200.9038579
200.9856292
201.0674006
201.1576066
201.2407107
201.3238148
201.4069189
201.490023
201.5731271
201.6562312
201.7393353
201.8224394
201.9055435
201.9923553
202.0791672
202.1659791
202.252791
202.3396029
202.4264148
202.5132267
202.6000386
202.6956078
202.779237
202.8628663
202.9464955
203.0301248
203.113754
203.1973833
203.2810125
203.3646418
203.448271
203.5358205
203.62337
203.7109195
203.798469
203.8860185
203.973568
204.0611175
204.148667
204.2448731
204.3301269
204.4153808
204.5006346
204.5858884
204.6711422
204.7563961
204.8416499
204.9269037
205.0121575
205.0923675
205.1725775
205.2527875
205.3329975
205.4132075
205.4934174
205.5736274
205.6538374
205.7340474
205.8266619
205.9141079
206.001554
206.089
206.1764461
206.2638921
206.3513381
206.4387842
206.5262302
206.6136763
206.6965857
206.7794951
206.8624046
206.945314
207.0282234
207.1111329
207.1940423
207.2769518
207.3598612
207.4528397
207.5402843
207.6277289
207.7151735
207.8026181
207.8900627
207.9775073
208.0649519
208.1523965
208.2398411
208.3220037
208.4041663
208.4863289
208.5684914
208.650654
208.7328166
208.8149792
208.8971417
208.9793043
209.0714564
209.1518426
209.2322288
209.3126149
209.3930011
209.4733873
209.5537735
209.6341597
209.7145458
209.794932
209.8753182
209.9593374
210.0433566
210.1273758
210.211395
210.2954142
210.3794334
210.4634525
210.5474717
210.6314909
210.7264602
210.8092006
210.891941
210.9746814
211.0574218
211.1401622
211.2229025
211.3056429
211.3883833
211.4711237
211.5538641
211.6417135
211.7295628
211.8174122
211.9052616
211.9931109
212.0809603
212.1688097
212.256659
212.3445084
212.4462344
212.5280148
212.6097953
212.6915757
212.7733561
212.8551366
212.936917
213.0186974
213.1004779
213.1822583
213.2640387
213.3502369
213.4364351
213.5226332
213.6088314
213.6950295
213.7812277
213.8674258
213.953624
214.0398222
214.1349816
214.2194566
214.3039315
214.3884065
214.4728814
214.5573564
214.6418314
214.7263063
214.8107813
214.8952562
214.9797312
215.0611236
215.142516
215.2239084
215.3053008
215.3866931
215.4680855
215.5494779
215.6308703
215.7122627
215.7936551
215.8840162
215.9698731
216.0557301
216.141587
216.2274439
216.3133009
216.3991578
216.4850147
216.5708717
216.6567286
216.7425855
216.8246743
216.9067632
216.988852
217.0709408
217.1530296
217.2351185
217.3172073
217.3992961
217.4813849
217.5634738
217.655272
217.7428444
217.8304167
217.9179891
218.0055614
218.0931338
218.1807061
218.2682785
218.3558509
218.4434232
218.5309956
218.6146553
218.698315
218.7819748
218.8656345
218.9492943
219.032954
219.1166137
219.2002735
219.2839332
219.3675929
219.4638281
219.5446421
219.6254561
219.7062701
219.7870841
219.8678982
219.9487122
220.0295262
220.1103402
220.1911542
220.2719682
220.3527822
220.4369934
220.5212046
220.6054158
220.689627
220.7738382
220.8580494
220.9422606
221.0264719
221.1106831
221.1948943
221.2908085
221.3730202
221.455232
221.5374437
221.6196554
221.7018671
221.7840789
221.8662906
221.9485023
222.030714
222.1129258
222.1951375
222.2814311
222.3677247
222.4540183
222.5403119
222.6266055
222.7128991
222.7991927
222.8854863
222.9717799
223.0580735
223.1524529
223.2358491
223.3192452
223.4026414
223.4860375
223.5694337
223.6528299
223.736226
223.8196222
223.9030183
223.9864145
224.0698107
224.1507167
